ua,especialidad,estado,fecha_inicio,fecha_fin,numeros,asignados,asistidos,libres,fecha_datos
Parque Bellan,Odontología,Cerrada,2025-01-03 08:00:00,2025-01-03 11:00:00,6,6,6,0,2025-03-15 06:01:41
Casabo,Pediatría,Cerrada,2025-01-03 08:00:00,2025-01-03 11:00:00,9,10,7,0,2025-03-15 06:01:41
Punta De Rieles,Psicología,Cerrada,2025-01-03 08:00:00,2025-01-03 11:00:00,3,3,3,0,2025-03-15 06:01:41
Los Angeles,Odontología,Cerrada,2025-01-03 08:00:00,2025-01-03 11:30:00,7,6,6,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-03 08:00:00,2025-01-03 12:00:00,12,12,6,0,2025-03-15 06:01:41
Casavalle,Partera,Cerrada,2025-01-03 08:00:00,2025-01-03 12:30:00,13,15,12,0,2025-03-15 06:01:41
Lavalleja,Medicina General,Cerrada,2025-01-03 08:10:00,2025-01-03 08:50:00,2,2,2,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-03 08:15:00,2025-01-03 08:45:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-03 08:15:00,2025-01-03 09:00:00,1,1,1,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-03 08:30:00,2025-01-03 09:00:00,1,1,0,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-03 08:30:00,2025-01-03 09:15:00,3,3,0,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-03 08:30:00,2025-01-03 09:30:00,4,5,3,0,2025-03-15 06:01:41
Luisa Tirapare,Nutrición,Cerrada,2025-01-03 08:30:00,2025-01-03 10:30:00,4,4,2,0,2025-03-15 06:01:41
La Paloma,Odontología,Cerrada,2025-01-03 08:30:00,2025-01-03 10:30:00,4,3,3,0,2025-03-15 06:01:41
La Teja,Pediatría,Cerrada,2025-01-03 08:30:00,2025-01-03 10:30:00,6,9,5,0,2025-03-15 06:01:41
Luisa Tirapare,Psicología,Cerrada,2025-01-03 08:30:00,2025-01-03 10:30:00,2,2,2,0,2025-03-15 06:01:41
Yucatan,Medicina General,Cerrada,2025-01-03 08:30:00,2025-01-03 10:50:00,7,8,5,0,2025-03-15 06:01:41
Zully Sanchez,Partera,Cerrada,2025-01-03 08:30:00,2025-01-03 11:20:00,8,16,13,0,2025-03-15 06:01:41
Inve 16,Ginecoobstetricia,Cerrada,2025-01-03 08:40:00,2025-01-03 10:00:00,4,2,2,0,2025-03-15 06:01:41
Luisa Tirapare,Partera,Cerrada,2025-01-03 08:40:00,2025-01-03 10:00:00,4,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-03 08:45:00,2025-01-03 09:00:00,1,1,0,0,2025-03-15 06:01:41
Paso De La Arena,Psicología,Cerrada,2025-01-03 08:45:00,2025-01-03 09:45:00,1,1,0,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-03 09:00:00,2025-01-03 09:30:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-03 09:00:00,2025-01-03 09:45:00,1,1,1,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-03 09:00:00,2025-01-03 10:00:00,2,3,3,0,2025-03-15 06:01:41
La Paloma,Partera,Cerrada,2025-01-03 09:00:00,2025-01-03 10:00:00,3,4,4,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-03 09:00:00,2025-01-03 10:00:00,2,4,4,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-03 09:00:00,2025-01-03 10:30:00,3,4,3,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-03 09:00:00,2025-01-03 10:30:00,2,4,3,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-03 09:00:00,2025-01-03 11:00:00,4,4,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-03 09:00:00,2025-01-03 11:00:00,4,2,2,0,2025-03-15 06:01:41
Colon,Odontología,Cerrada,2025-01-03 09:00:00,2025-01-03 11:00:00,4,4,4,0,2025-03-15 06:01:41
Aquiles Lanza,Pediatría,Cerrada,2025-01-03 09:00:00,2025-01-03 11:20:00,7,7,3,0,2025-03-15 06:01:41
Lavalleja,Medicina General,Cerrada,2025-01-03 09:00:00,2025-01-03 11:30:00,5,5,4,0,2025-03-15 06:01:41
Luisa Tirapare,Pediatría,Cerrada,2025-01-03 09:00:00,2025-01-03 12:00:00,9,10,2,0,2025-03-15 06:01:41
Casavalle,Pediatría,Cerrada,2025-01-03 09:00:00,2025-01-03 12:00:00,6,9,6,0,2025-03-15 06:01:41
Lavalleja,Ginecoobstetricia,Cerrada,2025-01-03 09:00:00,2025-01-03 12:00:00,9,3,3,0,2025-03-15 06:01:41
Buceo,Nutrición,Cerrada,2025-01-03 09:00:00,2025-01-03 12:00:00,9,7,5,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-03 09:00:00,2025-01-03 12:00:00,1,1,0,0,2025-03-15 06:01:41
Francisco Pucci,Trabajo Social,Cerrada,2025-01-03 09:00:00,2025-01-03 13:00:00,8,5,3,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-03 09:00:00,2025-01-03 13:00:00,12,12,8,0,2025-03-15 06:01:41
Lavalleja,Pediatría,Cerrada,2025-01-03 09:10:00,2025-01-03 11:50:00,8,8,8,0,2025-03-15 06:01:41
Barrio Sur,Partera,Cerrada,2025-01-03 09:10:00,2025-01-03 13:10:00,12,12,5,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-03 09:15:00,2025-01-03 09:45:00,2,2,2,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-03 09:15:00,2025-01-03 11:45:00,5,5,3,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-03 09:20:00,2025-01-03 09:40:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina General,Cerrada,2025-01-03 09:20:00,2025-01-03 10:20:00,3,4,4,0,2025-03-15 06:01:41
Giraldez,Pediatría,Cerrada,2025-01-03 09:30:00,2025-01-03 11:30:00,6,6,3,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-03 09:30:00,2025-01-03 11:30:00,4,4,3,0,2025-03-15 06:01:41
Parque Bellan,Pediatría,Cerrada,2025-01-03 09:30:00,2025-01-03 11:50:00,7,7,4,0,2025-03-15 06:01:41
Crottogini,Nutrición,Cerrada,2025-01-03 09:30:00,2025-01-03 12:30:00,6,0,0,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-03 09:40:00,2025-01-03 10:40:00,3,4,4,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-03 09:45:00,2025-01-03 10:00:00,1,1,0,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-03 09:45:00,2025-01-03 10:15:00,2,1,1,0,2025-03-15 06:01:41
Paso De La Arena,Psicología,Cerrada,2025-01-03 09:45:00,2025-01-03 12:45:00,3,3,0,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-03 10:00:00,2025-01-03 10:40:00,2,2,2,0,2025-03-15 06:01:41
Parque Bellan,Ginecoobstetricia,Cerrada,2025-01-03 10:00:00,2025-01-03 11:00:00,3,2,2,0,2025-03-15 06:01:41
Luisa Tirapare,Partera,Cerrada,2025-01-03 10:00:00,2025-01-03 12:00:00,6,6,2,0,2025-03-15 06:01:41
Inve 16,Ginecoobstetricia,Cerrada,2025-01-03 10:00:00,2025-01-03 12:00:00,6,6,1,0,2025-03-15 06:01:41
Giraldez,Psicología,Cerrada,2025-01-03 10:00:00,2025-01-03 12:00:00,2,2,1,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-03 10:00:00,2025-01-03 12:20:00,7,7,6,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-03 10:00:00,2025-01-03 13:00:00,9,10,2,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-03 10:00:00,2025-01-03 13:00:00,6,11,10,0,2025-03-15 06:01:41
La Paloma,Partera,Cerrada,2025-01-03 10:00:00,2025-01-03 13:00:00,9,11,4,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-03 10:00:00,2025-01-03 13:30:00,5,5,3,0,2025-03-15 06:01:41
Francisco Pucci,Pediatría,Cerrada,2025-01-03 10:10:00,2025-01-03 11:10:00,4,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-03 10:15:00,2025-01-03 10:30:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Trabajo Social,Cerrada,2025-01-03 10:20:00,2025-01-03 11:20:00,2,2,2,0,2025-03-15 06:01:41
Los Angeles,Psicología,Cerrada,2025-01-03 10:30:00,2025-01-03 11:15:00,1,1,1,0,2025-03-15 06:01:41
Giraldez,Odontología,Cerrada,2025-01-03 10:30:00,2025-01-03 11:30:00,4,4,1,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-03 10:30:00,2025-01-03 12:30:00,4,7,5,0,2025-03-15 06:01:41
Luisa Tirapare,Psicología,Cerrada,2025-01-03 10:30:00,2025-01-03 13:30:00,3,3,3,0,2025-03-15 06:01:41
La Paloma,Odontología,Cerrada,2025-01-03 10:30:00,2025-01-03 14:00:00,7,8,3,0,2025-03-15 06:01:41
Luisa Tirapare,Nutrición,Cerrada,2025-01-03 10:30:00,2025-01-03 14:30:00,8,8,2,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-03 10:30:00,2025-01-03 15:00:00,6,7,2,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-03 10:40:00,2025-01-03 11:00:00,1,1,1,0,2025-03-15 06:01:41
Yucatan,Medicina General,Cerrada,2025-01-03 10:50:00,2025-01-03 11:30:00,2,2,2,0,2025-03-15 06:01:41
Paso De La Arena,Ginecoobstetricia,Cerrada,2025-01-03 11:00:00,2025-01-03 12:00:00,6,6,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-03 11:00:00,2025-01-03 12:00:00,4,1,1,0,2025-03-15 06:01:41
Parque Bellan,Odontología,Cerrada,2025-01-03 11:00:00,2025-01-03 12:30:00,3,3,3,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-03 11:00:00,2025-01-03 12:40:00,5,5,5,0,2025-03-15 06:01:41
Colon,Odontología,Cerrada,2025-01-03 11:00:00,2025-01-03 13:30:00,5,5,5,0,2025-03-15 06:01:41
Los Angeles,Psicología,Cerrada,2025-01-03 11:15:00,2025-01-03 12:00:00,1,1,1,0,2025-03-15 06:01:41
Lavalleja,Psicología,Cerrada,2025-01-03 11:15:00,2025-01-03 12:15:00,1,1,1,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-03 11:15:00,2025-01-03 12:15:00,3,3,3,0,2025-03-15 06:01:41
Aquiles Lanza,Pediatría,Cerrada,2025-01-03 11:20:00,2025-01-03 11:40:00,1,1,1,0,2025-03-15 06:01:41
Zully Sanchez,Partera,Cerrada,2025-01-03 11:20:00,2025-01-03 12:20:00,3,1,0,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-03 11:30:00,2025-01-03 11:45:00,1,1,0,0,2025-03-15 06:01:41
Casabo,Pediatría,Cerrada,2025-01-03 11:30:00,2025-01-03 12:00:00,1,1,1,0,2025-03-15 06:01:41
Giraldez,Pediatría,Cerrada,2025-01-03 11:30:00,2025-01-03 12:30:00,2,3,3,0,2025-03-15 06:01:41
Giraldez,Odontología,Cerrada,2025-01-03 11:30:00,2025-01-03 12:30:00,2,1,1,0,2025-03-15 06:01:41
Yucatan,Medicina General,Cerrada,2025-01-03 11:30:00,2025-01-03 13:30:00,6,5,5,0,2025-03-15 06:01:41
Aquiles Lanza,Trabajo Social,Cerrada,2025-01-03 11:40:00,2025-01-03 12:10:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Pediatría,Cerrada,2025-01-03 11:40:00,2025-01-03 12:40:00,2,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-03 11:45:00,2025-01-03 13:45:00,4,2,2,0,2025-03-15 06:01:41
Parque Bellan,Pediatría,Cerrada,2025-01-03 11:50:00,2025-01-03 12:30:00,2,3,3,0,2025-03-15 06:01:41
Punta De Rieles,Partera,Cerrada,2025-01-03 12:00:00,2025-01-03 12:40:00,2,2,2,0,2025-03-15 06:01:41
Giraldez,Psicología,Cerrada,2025-01-03 12:00:00,2025-01-03 13:00:00,1,1,0,0,2025-03-15 06:01:41
Paso De La Arena,Ginecoobstetricia,Cerrada,2025-01-03 12:00:00,2025-01-03 13:00:00,6,6,4,0,2025-03-15 06:01:41
Casabo,Pediatría,Cerrada,2025-01-03 12:00:00,2025-01-03 13:00:00,3,3,3,0,2025-03-15 06:01:41
Los Angeles,Psicología,Cerrada,2025-01-03 12:00:00,2025-01-03 13:00:00,1,1,1,0,2025-03-15 06:01:41
La Teja,Pediatría,Cerrada,2025-01-03 12:00:00,2025-01-03 13:30:00,3,1,1,0,2025-03-15 06:01:41
Yucatan,Medicina Familiar,Cerrada,2025-01-03 12:00:00,2025-01-03 13:30:00,3,4,4,0,2025-03-15 06:01:41
Casavalle,Pediatría,Cerrada,2025-01-03 12:00:00,2025-01-03 13:30:00,3,3,2,0,2025-03-15 06:01:41
Luisa Tirapare,Pediatría,Cerrada,2025-01-03 12:00:00,2025-01-03 14:00:00,6,2,2,0,2025-03-15 06:01:41
Francisco Pucci,Pediatría,Cerrada,2025-01-03 12:10:00,2025-01-03 13:20:00,4,1,1,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-03 12:15:00,2025-01-03 13:15:00,3,3,3,0,2025-03-15 06:01:41
Zully Sanchez,Partera,Cerrada,2025-01-03 12:20:00,2025-01-03 12:40:00,1,1,0,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-03 12:30:00,2025-01-03 13:30:00,2,2,2,0,2025-03-15 06:01:41
Parque Bellan,Odontología,Cerrada,2025-01-03 12:30:00,2025-01-03 13:30:00,4,4,1,0,2025-03-15 06:01:41
Paso De La Arena,Odontología,Cerrada,2025-01-03 12:30:00,2025-01-03 15:30:00,6,5,5,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-03 12:40:00,2025-01-03 13:00:00,1,2,2,0,2025-03-15 06:01:41
Punta De Rieles,Partera,Cerrada,2025-01-03 12:40:00,2025-01-03 13:20:00,2,2,2,0,2025-03-15 06:01:41
Paso De La Arena,Psicología,Cerrada,2025-01-03 12:45:00,2025-01-03 14:45:00,2,2,1,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-03 12:50:00,2025-01-03 15:10:00,7,8,8,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-03 13:00:00,2025-01-03 13:10:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-03 13:00:00,2025-01-03 13:30:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Trabajo Social,Cerrada,2025-01-03 13:00:00,2025-01-03 13:30:00,1,1,1,0,2025-03-15 06:01:41
Luisa Tirapare,Odontología,Cerrada,2025-01-03 13:00:00,2025-01-03 13:30:00,1,1,1,0,2025-03-15 06:01:41
Punta De Rieles,Psicología,Cerrada,2025-01-03 13:00:00,2025-01-03 14:00:00,1,1,0,0,2025-03-15 06:01:41
La Paloma,Partera,Cerrada,2025-01-03 13:00:00,2025-01-03 14:00:00,2,2,1,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-03 13:00:00,2025-01-03 14:00:00,2,2,2,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-03 13:00:00,2025-01-03 14:00:00,2,2,2,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-03 13:15:00,2025-01-03 13:45:00,1,1,1,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-03 13:20:00,2025-01-03 13:30:00,1,1,1,0,2025-03-15 06:01:41
Punta De Rieles,Partera,Cerrada,2025-01-03 13:20:00,2025-01-03 15:00:00,5,6,5,0,2025-03-15 06:01:41
Yucatan,Medicina Familiar,Cerrada,2025-01-03 13:30:00,2025-01-03 14:00:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-03 13:30:00,2025-01-03 14:00:00,1,2,1,0,2025-03-15 06:01:41
Colon,Odontología,Cerrada,2025-01-03 13:30:00,2025-01-03 14:30:00,4,4,0,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-03 13:30:00,2025-01-03 15:00:00,3,3,3,0,2025-03-15 06:01:41
Luisa Tirapare,Odontología,Cerrada,2025-01-03 13:30:00,2025-01-03 15:30:00,4,4,2,0,2025-03-15 06:01:41
Barrio Sur,Partera,Cerrada,2025-01-03 13:30:00,2025-01-03 15:30:00,6,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Trabajo Social,Cerrada,2025-01-03 13:40:00,2025-01-03 14:10:00,1,1,1,0,2025-03-15 06:01:41
Zully Sanchez,Medicina Familiar,Cerrada,2025-01-03 14:00:00,2025-01-03 14:20:00,1,2,2,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-03 14:00:00,2025-01-03 14:30:00,2,2,2,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-03 14:00:00,2025-01-03 14:30:00,2,2,0,0,2025-03-15 06:01:41
La Paloma,Partera,Cerrada,2025-01-03 14:00:00,2025-01-03 14:40:00,2,2,1,0,2025-03-15 06:01:41
Yucatan,Medicina Familiar,Cerrada,2025-01-03 14:00:00,2025-01-03 15:40:00,5,5,5,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-03 14:00:00,2025-01-03 16:00:00,4,5,5,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-03 14:00:00,2025-01-03 16:30:00,4,4,2,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-03 14:00:00,2025-01-03 16:30:00,5,4,4,0,2025-03-15 06:01:41
Zully Sanchez,Medicina Familiar,Cerrada,2025-01-03 14:20:00,2025-01-03 14:40:00,1,1,1,0,2025-03-15 06:01:41
Luisa Tirapare,Nutrición,Cerrada,2025-01-03 14:30:00,2025-01-03 14:45:00,1,1,0,0,2025-03-15 06:01:41
Barrio Sur,Psiquiatría,Cerrada,2025-01-03 14:30:00,2025-01-03 16:00:00,3,2,2,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-03 14:30:00,2025-01-03 16:30:00,4,3,2,0,2025-03-15 06:01:41
Zully Sanchez,Medicina Familiar,Cerrada,2025-01-03 14:40:00,2025-01-03 15:00:00,1,1,1,0,2025-03-15 06:01:41
Zully Sanchez,Medicina Familiar,Cerrada,2025-01-03 15:00:00,2025-01-03 15:20:00,1,1,1,0,2025-03-15 06:01:41
La Teja,Trabajo Social,Cerrada,2025-01-03 15:00:00,2025-01-03 15:30:00,2,3,3,0,2025-03-15 06:01:41
Colon,Enfermería,Cerrada,2025-01-03 15:00:00,2025-01-03 16:00:00,3,1,1,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-03 15:00:00,2025-01-03 16:00:00,2,2,2,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-03 15:10:00,2025-01-03 17:30:00,7,7,7,0,2025-03-15 06:01:41
Zully Sanchez,Medicina Familiar,Cerrada,2025-01-03 15:20:00,2025-01-03 15:40:00,1,1,1,0,2025-03-15 06:01:41
Zully Sanchez,Medicina Familiar,Cerrada,2025-01-03 15:30:00,2025-01-03 15:50:00,1,1,0,0,2025-03-15 06:01:41
Luisa Tirapare,Odontología,Cerrada,2025-01-03 15:30:00,2025-01-03 16:30:00,4,4,3,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-03 15:30:00,2025-01-03 17:30:00,4,4,3,0,2025-03-15 06:01:41
Yucatan,Medicina Familiar,Cerrada,2025-01-03 15:40:00,2025-01-03 17:20:00,5,5,5,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-03 15:45:00,2025-01-03 16:00:00,1,5,5,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-03 16:20:00,2025-01-03 16:30:00,1,1,1,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-03 16:30:00,2025-01-03 17:00:00,1,0,0,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-03 16:30:00,2025-01-03 17:30:00,2,3,1,0,2025-03-15 06:01:41
Punta De Rieles,Partera,Cerrada,2025-01-03 16:40:00,2025-01-03 17:40:00,3,3,1,0,2025-03-15 06:01:41
Lavalleja,Medicina Familiar,Cerrada,2025-01-04 07:05:00,2025-01-04 07:15:00,1,1,1,0,2025-03-15 06:01:41
Lavalleja,Medicina Familiar,Cerrada,2025-01-04 07:30:00,2025-01-04 07:50:00,1,1,1,0,2025-03-15 06:01:41
Casabo,Medicina Familiar,Cerrada,2025-01-04 07:30:00,2025-01-04 09:50:00,7,8,4,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-04 07:30:00,2025-01-04 10:30:00,9,7,7,0,2025-03-15 06:01:41
Francisco Pucci,Pediatría,Cerrada,2025-01-04 07:40:00,2025-01-04 10:10:00,7,5,4,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina General,Cerrada,2025-01-04 08:00:00,2025-01-04 08:40:00,2,0,0,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-04 08:00:00,2025-01-04 09:00:00,3,4,3,0,2025-03-15 06:01:41
Zully Sanchez,Partera,Cerrada,2025-01-04 08:00:00,2025-01-04 09:20:00,4,4,2,0,2025-03-15 06:01:41
Casabo,Pediatría,Cerrada,2025-01-04 08:00:00,2025-01-04 10:00:00,6,7,5,0,2025-03-15 06:01:41
Casabo,Partera,Cerrada,2025-01-04 08:00:00,2025-01-04 10:00:00,6,12,9,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-04 08:00:00,2025-01-04 11:00:00,9,9,4,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-04 08:00:00,2025-01-04 12:00:00,6,9,9,0,2025-03-15 06:01:41
La Teja,Medicina Familiar,Cerrada,2025-01-04 08:00:00,2025-01-04 12:00:00,12,15,9,0,2025-03-15 06:01:41
Casavalle,Medicina Familiar,Cerrada,2025-01-04 08:00:00,2025-01-04 12:30:00,9,17,16,0,2025-03-15 06:01:41
Lavalleja,Medicina Familiar,Cerrada,2025-01-04 08:10:00,2025-01-04 10:10:00,6,7,5,0,2025-03-15 06:01:41
Lavalleja,Psicología,Cerrada,2025-01-04 08:15:00,2025-01-04 13:15:00,5,5,4,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina General,Cerrada,2025-01-04 08:40:00,2025-01-04 10:00:00,4,7,5,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-04 09:00:00,2025-01-04 10:00:00,2,2,2,0,2025-03-15 06:01:41
Zully Sanchez,Partera,Cerrada,2025-01-04 09:20:00,2025-01-04 11:40:00,7,12,8,0,2025-03-15 06:01:41
Casabo,Medicina Familiar,Cerrada,2025-01-04 09:50:00,2025-01-04 10:30:00,2,2,1,0,2025-03-15 06:01:41
Casabo,Pediatría,Cerrada,2025-01-04 10:00:00,2025-01-04 10:20:00,1,1,1,0,2025-03-15 06:01:41
Casavalle,Partera,Cerrada,2025-01-04 10:00:00,2025-01-04 11:00:00,3,3,2,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-04 10:00:00,2025-01-04 12:20:00,7,7,6,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina General,Cerrada,2025-01-04 10:00:00,2025-01-04 12:40:00,8,12,12,0,2025-03-15 06:01:41
Lavalleja,Medicina Familiar,Cerrada,2025-01-04 10:10:00,2025-01-04 12:10:00,4,4,2,0,2025-03-15 06:01:41
Casabo,Pediatría,Cerrada,2025-01-04 10:20:00,2025-01-04 10:40:00,1,1,1,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-04 10:30:00,2025-01-04 11:30:00,3,3,1,0,2025-03-15 06:01:41
Casabo,Medicina Familiar,Cerrada,2025-01-04 10:30:00,2025-01-04 11:30:00,6,6,4,0,2025-03-15 06:01:41
Casabo,Pediatría,Cerrada,2025-01-04 10:40:00,2025-01-04 11:20:00,2,2,2,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-04 11:00:00,2025-01-04 11:40:00,1,1,1,0,2025-03-15 06:01:41
Francisco Pucci,Pediatría,Cerrada,2025-01-04 11:10:00,2025-01-04 12:10:00,2,2,2,0,2025-03-15 06:01:41
Casabo,Pediatría,Cerrada,2025-01-04 11:30:00,2025-01-04 12:00:00,1,3,3,0,2025-03-15 06:01:41
Zully Sanchez,Partera,Cerrada,2025-01-04 11:40:00,2025-01-04 12:00:00,1,1,1,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-04 11:45:00,2025-01-04 12:00:00,1,1,1,0,2025-03-15 06:01:41
Casabo,Pediatría,Cerrada,2025-01-04 12:00:00,2025-01-04 13:00:00,3,3,1,0,2025-03-15 06:01:41
La Teja,Medicina Familiar,Cerrada,2025-01-04 12:00:00,2025-01-04 13:00:00,2,2,0,0,2025-03-15 06:01:41
Barrio Sur,Medicina General,Cerrada,2025-01-07 07:00:00,2025-01-07 08:00:00,3,3,3,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-07 07:00:00,2025-01-07 08:00:00,4,4,2,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-07 07:00:00,2025-01-07 09:00:00,6,6,6,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-07 07:00:00,2025-01-07 09:00:00,6,6,6,0,2025-03-15 06:01:41
Giraldez,Ginecoobstetricia,Cerrada,2025-01-07 07:00:00,2025-01-07 09:20:00,7,7,2,0,2025-03-15 06:01:41
Giraldez,Odontología,Cerrada,2025-01-07 07:00:00,2025-01-07 10:30:00,7,7,5,0,2025-03-15 06:01:41
Crottogini,Nutrición,Cerrada,2025-01-07 07:00:00,2025-01-07 13:00:00,18,4,2,0,2025-03-15 06:01:41
Luisa Tirapare,Odontología,Cerrada,2025-01-07 07:30:00,2025-01-07 09:30:00,4,5,5,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-07 07:55:00,2025-01-07 12:00:00,6,3,3,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-07 08:00:00,2025-01-07 08:20:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-07 08:00:00,2025-01-07 08:30:00,1,1,0,0,2025-03-15 06:01:41
